f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62,f_63,f_64,f_65,f_66,f_67,f_68,f_69,f_70,f_71,f_72,f_73,f_74,f_75,f_76,f_77,class
0.400000,0.831607,3.303212,7.060723,9.633795,12.201137,14.475169,16.065953,16.745418,17.618172,-0.824836,-0.491629,-0.211262,-0.097673,0.026735,0.172888,0.311607,0.497858,0.794459,1.920793,0.010022,0.044334,0.087651,0.130143,0.187169,0.259011,0.382104,0.524296,0.927950,3.725733,0.990224,0.997425,0.999221,0.999701,0.999899,0.999965,0.999988,0.999995,0.999999,1.000000,9.278989,8.986528,17.618172,6.357897,-0.011430,-0.011266,0.524135,1.920793,-4.878990,4.878990,0.742209,0.477215,-0.597177,0.370811,0.344172,3.725733,0.445344,0.987939,0.987389,0.514496,0.056575,0.029070,0.003188,3136.298386,5.833333,32.057143,26.742857,0.171429,0.000000,10.000000,0.000000,13.000000,1.300000,0.003188,0.000000,0.028571,1655.010000,101.000000
0.000000,0.000000,0.100000,0.376333,1.802776,7.308725,11.281844,13.558834,15.880806,18.967868,-0.499612,-0.282440,-0.121510,0.000000,0.000000,0.008891,0.136904,0.272123,0.517868,1.826972,0.000000,0.000000,0.000000,0.034874,0.077485,0.140179,0.234101,0.362575,0.624259,3.656198,0.961331,0.992329,0.998727,0.999838,0.999977,0.999995,1.000000,1.000000,1.000000,1.000000,7.883372,5.918644,18.967868,6.549915,-0.014236,-0.011583,0.307894,1.826972,-3.744456,3.744456,0.482639,0.362325,-0.394649,0.345663,0.231516,3.656198,0.406180,0.982967,0.977737,0.554700,0.056113,0.056133,0.009435,5723.328316,16.133333,24.483471,24.235537,0.123967,2.000000,78.000000,6.000000,260.000000,3.333333,0.013628,0.001048,0.080579,2444.280000,101.000000
0.100000,5.850449,11.746755,15.062337,17.076737,18.669762,20.086314,21.741205,23.942159,50.383529,-1.145022,-0.719216,-0.257390,-0.079462,0.000000,0.081335,0.253047,0.742227,1.134097,26.062962,0.000000,0.046121,0.103148,0.203773,0.336685,0.546680,0.866809,1.100661,1.397432,17.233421,0.996724,0.999097,0.999718,0.999890,0.999947,0.999977,0.999993,0.999999,1.000000,1.000000,16.305177,14.731538,50.383529,8.240449,-0.000584,-0.000541,0.681829,26.062962,-25.870471,26.062962,1.283525,0.726510,-0.745232,0.717780,0.620907,17.233421,0.844104,0.995956,0.995619,0.554700,0.027356,0.016910,0.001145,25338.245611,28.683333,28.099942,27.437536,0.871586,14.000000,57.000000,2.000000,173.000000,3.035088,0.002250,0.000079,0.033120,19372.960000,101.000000
0.000000,0.141421,0.282843,0.447214,0.632456,1.063015,3.045649,5.760554,12.231751,18.414125,-0.571638,-0.359679,-0.195861,-0.088122,0.000000,0.095196,0.221129,0.360454,0.565685,3.324154,0.000000,0.000000,0.014015,0.073532,0.125948,0.222489,0.371364,0.638708,1.019333,6.404159,0.948683,0.980581,0.993562,0.997524,0.998802,0.999548,0.999899,0.999990,1.000000,1.000000,3.673626,3.132250,18.414125,4.760153,-0.000427,-0.000397,0.378463,3.324154,-2.424422,3.324154,0.541916,0.412297,-0.403351,0.484735,0.358296,6.404159,0.552536,0.975574,0.972442,0.514496,0.070433,0.080124,0.025501,5058.583574,26.933333,27.475248,28.143564,0.297030,6.000000,162.000000,1.000000,257.000000,1.586420,0.032025,0.000198,0.100248,2271.390000,101.000000
0.000000,0.100000,0.100000,0.223607,0.412311,0.600000,1.690522,5.086048,6.579514,11.264102,-0.584182,-0.312311,-0.141421,-0.041421,0.000000,0.064610,0.146867,0.314618,0.579601,3.383784,0.000000,0.000000,0.000000,0.036418,0.092229,0.157870,0.301283,0.556347,0.953847,5.028870,0.902615,0.962141,0.983947,0.994381,0.998331,0.999644,0.999959,1.000000,1.000000,1.000000,2.401539,1.942453,11.264102,2.760478,0.000000,0.000000,0.355537,3.383784,-2.247207,3.383784,0.532818,0.392365,-0.410349,0.484927,0.321242,5.028870,0.550041,0.965421,0.956171,0.507985,0.081548,0.113225,0.058027,2154.180285,18.500000,27.135135,25.945946,0.432432,6.000000,150.000000,2.000000,263.000000,1.753333,0.069632,0.000928,0.135135,1251.250000,101.000000
8.173311,12.448208,14.578409,15.561876,16.313794,17.017873,18.083749,19.234552,20.106964,22.454398,-0.952603,-0.575732,-0.285168,-0.111959,0.004650,0.119505,0.289871,0.574784,0.920581,8.114535,0.042840,0.096983,0.175678,0.300036,0.501271,0.745576,0.950038,1.113263,1.304153,6.140179,0.997573,0.999295,0.999686,0.999853,0.999917,0.999955,0.999980,0.999994,0.999999,1.000000,15.358194,15.283433,22.454398,4.710572,-0.003246,-0.003228,0.565786,8.114535,-7.293996,8.114535,0.830769,0.545476,-0.594239,0.671714,0.659560,6.140179,0.649506,0.997657,0.997644,0.584044,0.015091,0.014655,0.000956,21977.575997,23.983333,30.896456,28.686588,0.583739,13.000000,7.000000,0.000000,9.000000,1.285714,0.000319,0.000000,0.004864,11597.710000,101.000000
0.000000,0.141421,0.141421,1.225423,2.500000,4.113200,4.712741,6.258478,10.111476,13.656500,-1.173361,-0.679416,-0.226459,-0.098562,0.000000,0.100000,0.141537,0.735102,1.095813,2.643340,0.000000,0.000000,0.016827,0.089470,0.212526,0.425374,0.760378,1.206495,2.014268,5.050435,0.962306,0.977676,0.990072,0.993533,0.997860,0.999318,0.999822,0.999997,1.000000,1.000000,4.254025,3.640654,13.656500,3.844085,-0.031664,-0.029889,0.617717,2.643340,-2.906829,2.906829,0.866073,0.616643,-0.692938,0.885293,0.661901,5.050435,0.953711,0.986134,0.984174,0.733934,0.029792,0.123810,0.033217,782.740528,3.600000,28.333333,27.777778,2.500000,7.000000,22.000000,0.000000,34.000000,1.545455,0.028106,0.000000,0.101852,609.550000,101.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.400000,2.553180,7.026755,10.265604,13.634148,-0.411310,-0.135569,0.000000,0.000000,0.000000,0.000000,0.000000,0.191783,0.462732,2.788406,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.159132,0.328215,0.589211,2.458859,0.989949,0.999436,0.999911,0.999997,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,5.252668,2.612138,13.634148,4.099421,0.000000,0.000000,0.253848,2.788406,-2.318701,2.788406,0.473783,0.433657,-0.429679,0.432902,0.167764,2.458859,0.315316,0.994381,0.987864,0.514496,0.029193,0.032877,0.012416,966.490888,6.183333,17.466307,17.628032,0.000000,0.000000,36.000000,4.000000,191.000000,5.305556,0.037248,0.004139,0.097035,463.760000,101.000000
4.174562,9.078546,10.244022,11.232987,11.683099,12.439051,13.137345,13.879841,15.933140,19.155156,-1.159362,-0.966426,-0.311860,-0.099417,0.000000,0.096009,0.227756,0.934143,1.131231,5.621079,0.032152,0.090802,0.163757,0.251702,0.327078,0.443987,0.602964,0.842980,1.131878,9.295702,0.996069,0.998488,0.999333,0.999681,0.999870,0.999934,0.999973,0.999989,0.999998,1.000000,11.379376,11.019838,19.155156,4.276750,-0.005927,-0.005814,0.672674,5.621079,-2.719250,5.621079,0.890490,0.697171,-0.674755,0.534595,0.504590,9.295702,0.573037,0.997356,0.997280,0.593649,0.016121,0.013481,0.001219,13951.114657,21.116667,28.650355,30.118390,0.189424,4.000000,26.000000,0.000000,47.000000,1.807692,0.001864,0.000000,0.020521,9754.320000,101.000000
0.100000,10.760845,14.408674,15.573117,16.445364,17.301097,17.870478,18.475497,19.125533,21.174041,-0.513992,-0.306957,-0.159254,-0.071677,0.000000,0.071707,0.161192,0.299566,0.505687,1.859961,0.000000,0.045967,0.112568,0.185285,0.265842,0.347009,0.453853,0.608674,0.956818,3.756105,0.997944,0.999400,0.999751,0.999911,0.999965,0.999986,0.999994,0.999999,1.000000,1.000000,15.411945,13.884732,21.174041,6.519574,-0.013826,-0.012735,0.321637,1.859961,-3.154537,3.154537,0.467844,0.335112,-0.363293,0.453083,0.394865,3.756105,0.465768,0.997419,0.997165,0.514496,0.020686,0.008403,0.000603,19896.820771,23.900000,27.615063,27.573222,0.125523,2.000000,38.000000,5.000000,150.000000,3.947368,0.001910,0.000251,0.026499,6271.680000,101.000000
0.000000,0.000000,0.000000,1.843909,3.830796,6.643793,7.042511,8.681067,10.653214,11.278741,-0.509786,-0.299866,-0.145657,-0.013954,0.000000,0.000000,0.021263,0.170159,0.329199,1.213846,0.000000,0.000000,0.000000,0.016652,0.097146,0.173451,0.288629,0.384329,0.546229,1.356435,0.975890,0.997214,0.999563,0.999928,0.999973,0.999994,1.000000,1.000000,1.000000,1.000000,6.463158,4.443421,11.278741,4.142260,-0.072971,-0.053695,0.247510,1.213846,-1.358937,1.358937,0.378178,0.302123,-0.362816,0.323286,0.205358,1.356435,0.271155,0.988764,0.984310,0.554700,0.049237,0.083871,0.018285,710.947379,2.683333,19.006211,24.596273,0.000000,0.000000,9.000000,2.000000,50.000000,5.555556,0.012659,0.002813,0.055901,177.430000,101.000000
1.001980,5.248618,12.013005,14.215821,15.700318,16.902071,17.815329,18.334558,19.309324,29.720363,-1.131097,-0.628131,-0.335358,-0.098146,0.021374,0.218055,0.431293,0.686654,1.062479,11.467692,0.017655,0.070944,0.114667,0.175543,0.249860,0.337572,0.493990,0.640635,1.128170,42.266265,0.993660,0.998518,0.999614,0.999860,0.999951,0.999979,0.999991,0.999996,0.999999,1.000000,13.609110,13.170107,29.720363,6.557671,-0.015200,-0.014888,0.746776,11.467692,-11.831261,11.831261,1.281673,0.701995,-0.831239,0.560830,0.530359,42.266265,1.805130,0.993142,0.992976,0.562543,0.036709,0.020679,0.001559,8982.012760,11.383333,31.185944,27.408492,0.878477,7.000000,11.000000,0.000000,25.000000,2.272727,0.001225,0.000000,0.016105,6686.880000,101.000000
7.611831,12.934063,14.589379,15.319788,15.905031,16.351208,16.753328,17.417750,18.098010,19.864038,-0.524314,-0.326793,-0.193809,-0.091062,0.000000,0.104398,0.194262,0.348897,0.535889,1.808062,0.027364,0.095998,0.156822,0.220194,0.308605,0.403834,0.507146,0.658847,0.952968,4.001335,0.997793,0.999405,0.999714,0.999880,0.999943,0.999974,0.999989,0.999996,0.999999,1.000000,14.704164,14.381218,19.864038,4.594133,-0.007427,-0.007315,0.347831,1.808062,-2.399202,2.399202,0.484016,0.340049,-0.366732,0.450641,0.433618,4.001335,0.457586,0.996012,0.995917,0.509396,0.028336,0.017906,0.001241,20953.434330,24.300000,30.000000,29.012346,0.123457,2.000000,22.000000,1.000000,38.000000,1.727273,0.001050,0.000048,0.015089,6692.540000,101.000000
0.000000,0.000000,0.141421,0.141421,0.447214,4.372441,11.431622,13.746344,15.883167,25.460754,-1.081665,-0.216228,-0.100000,-0.041421,0.000000,0.041421,0.100595,0.222760,1.063918,6.092223,0.000000,0.000000,0.000000,0.034923,0.082404,0.129341,0.223346,0.392367,0.922503,5.528979,0.960087,0.992278,0.997054,0.999342,0.999920,0.999987,0.999999,1.000000,1.000000,1.000000,6.991883,5.586068,25.460754,6.751896,-0.023362,-0.020476,0.527369,6.092223,-8.256047,8.256047,0.968595,0.580454,-0.622793,0.450354,0.296879,5.528979,0.563370,0.984980,0.980762,0.547249,0.050238,0.032086,0.005713,5250.903822,15.683333,26.142402,26.333688,0.191286,2.000000,115.000000,1.000000,209.000000,1.817391,0.021901,0.000190,0.122210,4600.240000,101.000000
0.100000,0.447214,5.534548,9.872588,12.114867,14.285097,15.142655,15.771175,16.443844,18.298087,-0.634782,-0.383468,-0.197541,-0.065727,0.000000,0.085555,0.213857,0.398803,0.633045,3.133747,0.000000,0.014615,0.067014,0.111973,0.158743,0.229082,0.347319,0.504058,0.824636,5.233133,0.983870,0.997447,0.999498,0.999855,0.999954,0.999985,0.999994,0.999999,1.000000,1.000000,10.808145,9.821456,18.298087,6.452921,0.000091,0.000085,0.388476,3.133747,-2.217523,3.133747,0.544982,0.413405,-0.422960,0.378394,0.323591,5.233133,0.467226,0.990072,0.989257,0.536875,0.041305,0.038554,0.003914,16352.723925,27.766667,28.163265,27.515006,0.252101,7.000000,74.000000,0.000000,161.000000,2.175676,0.004525,0.000000,0.044418,6758.380000,101.000000
0.000000,0.000000,0.010000,0.100000,0.200000,0.360555,0.509902,0.971329,2.875012,4.841487,-0.412311,-0.268822,-0.141421,-0.100000,0.000000,0.094795,0.141421,0.297461,0.410865,1.433792,0.000000,0.000000,0.000000,0.000000,0.000000,0.058997,0.176025,0.356381,0.692871,2.723807,0.910119,0.969668,0.987212,0.989949,0.996097,0.998725,0.999949,1.000000,1.000000,1.000000,1.037051,0.723524,4.841487,1.153576,0.000000,0.000000,0.273080,1.433792,-1.972308,1.972308,0.391358,0.313311,-0.310538,0.422123,0.208598,2.723807,0.380086,0.970260,0.962190,0.514496,0.068964,0.130435,0.176783,186.669158,4.316667,25.945946,26.177606,0.000000,0.000000,51.000000,0.000000,88.000000,1.725490,0.273211,0.000000,0.196911,70.300000,101.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.141421,0.588131,1.754635,6.675328,-0.386922,-0.141421,0.000000,0.000000,0.000000,0.000000,0.000000,0.141421,0.400000,1.277428,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.117998,0.458154,1.414214,0.965616,0.989949,0.998532,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.252955,0.513003,6.675328,1.131170,0.000000,0.000000,0.186617,1.277428,-1.699575,1.699575,0.335213,0.340415,-0.376795,0.401049,0.115235,1.414214,0.268182,0.988331,0.977225,0.554700,0.035924,0.081905,0.158151,271.891326,8.850000,16.384181,14.802260,0.000000,0.000000,64.000000,11.000000,315.000000,4.921875,0.235388,0.040457,0.120527,146.410000,101.000000
0.100000,0.200000,0.500000,3.721081,11.858935,13.310145,14.358969,14.705441,15.214174,16.602711,-0.685713,-0.442773,-0.247975,-0.120542,-0.041421,0.030128,0.154470,0.371066,0.505871,1.406525,0.000000,0.024754,0.060543,0.094947,0.141421,0.216180,0.314783,0.405845,0.719033,2.950254,0.950215,0.983565,0.997313,0.999943,0.999985,0.999994,0.999998,1.000000,1.000000,1.000000,9.000994,8.218298,16.602711,6.686237,-0.073038,-0.070643,0.384866,1.406525,-2.024088,2.024088,0.521963,0.359392,-0.429681,0.328774,0.278470,2.950254,0.401551,0.978368,0.976098,0.570657,0.062022,0.128492,0.015210,1512.166909,3.083333,25.945946,31.459459,0.000000,0.000000,15.000000,0.000000,21.000000,1.400000,0.009920,0.000000,0.081081,575.000000,101.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.141421,0.640312,-0.129559,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.118885,0.640312,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.841021,0.983057,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.238820,0.043841,0.640312,0.115828,0.000000,0.000000,0.070509,0.640312,-0.640312,0.640312,0.155293,0.220608,-0.227502,0.403819,0.015644,0.841021,0.097292,0.986038,0.951607,0.624695,0.056561,0.004890,0.110191,18.150292,6.916667,9.542169,9.253012,0.000000,0.000000,58.000000,11.000000,346.000000,5.965517,3.195541,0.606051,0.139759,5.570000,101.000000
6.103687,9.273604,10.261871,11.335784,15.740539,26.052059,27.998920,29.009308,29.920227,1287.655097,-1.004910,-0.606697,-0.242694,-0.098845,0.000000,0.109492,0.239074,0.691242,1.037173,1262.120024,0.024633,0.090362,0.151000,0.256445,0.445667,0.692355,0.955468,1.132163,1.513022,1515.235719,0.997227,0.999145,0.999548,0.999762,0.999877,0.999934,0.999976,0.999994,0.999999,1.000000,19.700132,19.416206,1287.655097,43.452885,-0.006611,-0.006530,3.401029,1262.120024,-1287.555097,1287.555097,60.071116,3.413441,-3.473089,2.456114,2.368882,1515.235719,50.434913,0.996900,0.996833,0.684887,0.016103,0.020067,0.001028,17513.417664,15.050000,29.767442,29.368771,0.930233,9.000000,9.000000,0.000000,16.000000,1.777778,0.000514,0.000000,0.009967,1666419.720000,101.000000
0.800000,7.106335,14.418044,16.800298,18.117671,19.150979,19.824480,20.408822,21.102133,22.132555,-0.438242,-0.262206,-0.152195,-0.070863,0.000000,0.073233,0.152269,0.257857,0.422373,1.386577,0.023226,0.089135,0.162356,0.243195,0.318296,0.414582,0.536714,0.722365,1.016904,5.085285,0.996512,0.999001,0.999595,0.999839,0.999921,0.999971,0.999988,0.999997,1.000000,1.000000,15.236394,14.827945,22.132555,7.295851,-0.009686,-0.009592,0.276203,1.386577,-1.580961,1.580961,0.377283,0.273732,-0.283948,0.482683,0.454821,5.085285,0.491415,0.993141,0.992939,0.542081,0.038789,0.022023,0.001479,18253.199685,20.533333,29.172078,30.146104,0.194805,2.000000,32.000000,0.000000,46.000000,1.437500,0.001753,0.000000,0.025974,4272.000000,101.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.412311,4.837355,-0.141421,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.141421,1.702279,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000709,3.088467,0.987241,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.968137,0.222912,4.837355,0.738347,-0.003437,-0.001191,0.095684,1.702279,-1.225982,1.702279,0.217576,0.281362,-0.271413,0.412904,0.042596,3.088467,0.188243,0.989243,0.952526,0.514496,0.048143,0.018882,0.084388,296.249805,22.166667,10.060150,10.691729,0.045113,1.000000,169.000000,37.000000,1070.000000,6.331361,0.570465,0.124895,0.127068,112.270000,101.000000
0.000000,0.100000,3.332346,13.963524,16.496665,17.805898,19.167029,21.009760,23.138712,28.061540,-1.117191,-0.478032,-0.141421,-0.040680,0.000000,0.075578,0.160562,0.555090,1.092087,17.040301,0.000000,0.000000,0.035082,0.110995,0.223399,0.373028,0.669477,1.041202,1.482361,6.328239,0.991603,0.998195,0.999512,0.999856,0.999965,0.999991,0.999999,1.000000,1.000000,1.000000,15.879056,12.870719,28.061540,9.104072,-0.001582,-0.001370,0.572986,17.040301,-14.433396,17.040301,1.000995,0.649949,-0.674034,0.718302,0.534866,6.328239,0.715889,0.992494,0.990994,0.539518,0.034138,0.014370,0.001113,19769.425054,25.616667,26.350033,25.530254,0.624593,12.000000,95.000000,5.000000,310.000000,3.263158,0.004805,0.000253,0.061809,13671.980000,101.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.200000,0.509902,2.969175,9.411164,-0.397829,-0.141421,0.000000,0.000000,0.000000,0.000000,0.000745,0.127934,0.368481,1.413636,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.089127,0.432766,1.616662,0.948683,0.989949,0.998188,0.999988,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.737286,0.762300,9.411164,1.733167,-0.005624,-0.003372,0.190672,1.413636,-1.828591,1.828591,0.328979,0.309910,-0.326310,0.431130,0.104643,1.616662,0.259655,0.979113,0.955514,0.514496,0.066760,0.058537,0.076324,628.897402,13.766667,18.087167,17.796610,0.000000,0.000000,160.000000,8.000000,515.000000,3.218750,0.254414,0.012721,0.193705,276.900000,101.000000
0.200000,6.549278,9.552487,11.648691,13.873466,16.127492,17.613546,18.947823,20.189601,26.196565,-0.881200,-0.466338,-0.246959,-0.070043,0.000000,0.168385,0.354102,0.516694,0.846738,1.871172,0.000000,0.063865,0.119127,0.195955,0.306036,0.416481,0.602728,0.865637,1.477746,6.675842,0.993251,0.997494,0.998928,0.999559,0.999801,0.999928,0.999978,0.999994,1.000000,1.000000,13.712147,12.595760,26.196565,6.868882,-0.005512,-0.005185,0.522553,1.871172,-3.766190,3.766190,0.713359,0.516910,-0.599413,0.612274,0.546112,6.675842,0.710901,0.993966,0.993466,0.502817,0.030458,0.031111,0.002459,14233.208894,18.850000,29.973475,26.366048,0.636605,9.000000,28.000000,2.000000,97.000000,3.464286,0.001967,0.000141,0.024757,7658.840000,101.000000
0.000000,0.000000,0.000000,0.141421,0.360555,1.063015,4.427836,7.749445,11.485388,19.693908,-0.529984,-0.260158,-0.100000,0.000000,0.000000,0.000000,0.124789,0.241332,0.544369,1.761327,0.000000,0.000000,0.000000,0.000000,0.034285,0.104011,0.228331,0.479101,0.796365,3.096344,0.948683,0.987241,0.997915,0.999462,0.999890,0.999989,1.000000,1.000000,1.000000,1.000000,5.076646,3.433659,19.693908,4.970455,-0.014891,-0.011717,0.297664,1.761327,-2.555940,2.555940,0.474631,0.351983,-0.406340,0.442932,0.244460,3.096344,0.405497,0.977531,0.969462,0.514496,0.071911,0.071560,0.020651,1888.512452,9.183333,24.283122,22.758621,0.108893,1.000000,70.000000,4.000000,189.000000,2.700000,0.037066,0.002118,0.127042,902.320000,101.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.141421,0.632456,-0.141421,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.141421,0.632456,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.707107,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.246019,0.039124,0.632456,0.110282,0.000000,0.000000,0.072657,0.632456,-0.632456,0.632456,0.157958,0.244723,-0.238226,0.240484,0.001623,0.707107,0.028706,0.986821,0.950696,0.514496,0.060778,0.002714,0.068894,29.030196,12.383333,8.882907,9.125168,0.000000,0.000000,109.000000,19.000000,632.000000,5.798165,3.754711,0.654491,0.146703,9.440000,101.000000
5.438515,11.677243,13.782525,14.675558,15.288231,16.330094,17.066839,17.914350,18.943944,21.731314,-0.763693,-0.474234,-0.266230,-0.099977,0.000000,0.153719,0.291839,0.457852,0.755696,2.494278,0.024740,0.081010,0.130484,0.191582,0.270760,0.368687,0.503992,0.722648,1.143381,7.602381,0.995059,0.998783,0.999533,0.999777,0.999914,0.999967,0.999988,0.999996,0.999999,1.000000,14.387336,14.085867,21.731314,5.192231,-0.002691,-0.002654,0.474762,2.494278,-2.952961,2.952961,0.635482,0.471086,-0.492002,0.475940,0.454603,7.602381,0.550004,0.994844,0.994771,0.536875,0.027904,0.021030,0.001488,19494.839725,23.083333,30.021661,29.068592,0.173285,4.000000,31.000000,0.000000,45.000000,1.451613,0.001590,0.000000,0.022383,9115.430000,101.000000
0.282843,3.914325,7.949206,9.910902,12.042010,14.842436,15.923944,16.709877,18.103536,21.319006,-0.738071,-0.446920,-0.262504,-0.103832,0.000000,0.141660,0.309808,0.465102,0.719013,2.737048,0.000364,0.075783,0.141014,0.228794,0.310600,0.447130,0.627550,0.896034,1.328830,3.670876,0.986216,0.996514,0.998343,0.999256,0.999694,0.999877,0.999960,0.999989,0.999999,1.000000,11.634391,10.931171,21.319006,6.362424,-0.003100,-0.002979,0.461786,2.737048,-3.072315,3.072315,0.616053,0.466967,-0.494685,0.576410,0.522178,3.670876,0.576311,0.990335,0.989850,0.539666,0.040106,0.043127,0.003932,16276.513648,24.833333,29.436242,28.147651,0.201342,4.000000,44.000000,1.000000,98.000000,2.227273,0.002703,0.000061,0.029530,7374.090000,101.000000
8.220097,13.244244,14.345034,15.080119,15.590061,15.929846,16.200309,16.484235,16.851409,18.757932,-0.523769,-0.316114,-0.181174,-0.071579,0.000000,0.089056,0.187240,0.336526,0.524187,2.218108,0.024951,0.088749,0.140982,0.204367,0.283720,0.380124,0.487034,0.608823,0.932496,3.864832,0.998528,0.999477,0.999776,0.999907,0.999954,0.999977,0.999990,0.999997,1.000000,1.000000,14.479780,13.987978,18.757932,4.280977,-0.007974,-0.007718,0.348560,2.218108,-2.843006,2.843006,0.510685,0.338629,-0.383338,0.429865,0.410198,3.864832,0.448611,0.997650,0.997574,0.531135,0.019636,0.010485,0.000747,21415.594611,25.533333,30.156658,27.845953,0.117493,2.000000,10.000000,2.000000,55.000000,5.500000,0.000467,0.000093,0.006527,6930.040000,101.000000
0.010000,0.515625,2.976225,8.220158,10.976523,13.029705,14.463850,16.175702,16.797468,18.214829,-0.794363,-0.484253,-0.268725,-0.121319,0.000000,0.073022,0.254501,0.412310,0.682972,1.558458,0.000000,0.025156,0.068536,0.119978,0.175450,0.241286,0.384269,0.548367,0.874475,2.835852,0.978606,0.997804,0.999463,0.999836,0.999946,0.999977,0.999994,0.999999,1.000000,1.000000,10.199279,9.153199,18.214829,6.572789,-0.047159,-0.044126,0.440749,1.558458,-2.827751,2.827751,0.608151,0.431292,-0.509447,0.395486,0.335718,2.835852,0.433037,0.988101,0.987575,0.581238,0.048913,0.052117,0.005603,2855.798008,5.216667,27.412141,28.370607,0.000000,0.000000,15.000000,0.000000,32.000000,2.133333,0.005252,0.000000,0.047923,1226.780000,101.000000
0.341359,2.174739,5.217079,10.809625,14.054710,16.369056,17.702824,19.041271,21.031140,26.703183,-0.866746,-0.533522,-0.309879,-0.135309,0.000000,0.145028,0.323626,0.535871,0.822942,2.376933,0.011748,0.082147,0.146451,0.217702,0.304525,0.412308,0.583183,0.905149,1.415079,6.741709,0.988201,0.996750,0.998547,0.999364,0.999741,0.999896,0.999970,0.999993,0.999999,1.000000,12.545163,11.914644,26.703183,7.902569,-0.010536,-0.010217,0.532363,2.376933,-3.902980,3.902980,0.711327,0.525336,-0.573940,0.613840,0.565926,6.741709,0.749337,0.991585,0.991170,0.514496,0.039143,0.040905,0.003418,13749.498626,19.250000,29.766234,28.311688,1.038961,14.000000,27.000000,0.000000,63.000000,2.333333,0.001964,0.000000,0.023377,7505.950000,101.000000
0.000000,0.000000,0.000000,0.141421,0.141421,0.360555,0.646414,3.328663,6.238884,9.806121,-0.365595,-0.169050,-0.100000,0.000000,0.000000,0.000000,0.100000,0.144262,0.361317,2.082961,0.000000,0.000000,0.000000,0.000000,0.000000,0.063246,0.137031,0.316228,0.608168,2.786390,0.941742,0.976900,0.990980,0.998190,0.999678,0.999949,1.000000,1.000000,1.000000,1.000000,2.278681,1.511487,9.806121,2.506347,-0.012357,-0.009662,0.220765,2.082961,-2.158020,2.158020,0.351628,0.280842,-0.283749,0.366999,0.186579,2.786390,0.361343,0.976544,0.969615,0.536875,0.062995,0.079392,0.052086,902.357532,9.966667,22.474916,24.280936,0.000000,0.000000,91.000000,3.000000,223.000000,2.450549,0.100847,0.003325,0.152174,319.180000,101.000000
2.717526,10.444616,12.822243,13.601471,14.262363,14.787157,15.486446,15.961516,16.565926,18.330576,-0.906391,-0.514774,-0.358567,-0.138820,-0.001280,0.141402,0.340489,0.499442,0.785780,5.449816,0.027563,0.064301,0.102411,0.147405,0.197239,0.275881,0.362096,0.562463,0.911624,6.551467,0.995944,0.999245,0.999792,0.999915,0.999968,0.999987,0.999994,0.999998,0.999999,1.000000,12.822271,12.568364,18.330576,4.840862,-0.028317,-0.028177,0.559349,5.449816,-5.417285,5.449816,0.802066,0.542836,-0.580806,0.382570,0.368026,6.551467,0.512747,0.994416,0.994312,0.613941,0.033461,0.021631,0.001707,7616.428695,10.116667,29.258649,30.247117,0.197694,1.000000,10.000000,0.000000,13.000000,1.300000,0.001313,0.000000,0.016474,4034.960000,101.000000
